Shipment_ID,Order_ID,Customer_ID,Tracking_Number,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Shipping_Method,Origin_Country,Origin_City,Destination_Country,Destination_City,Weight_KG,Volume_CBM,Number_of_Packages,Shipping_Cost_USD,Customs_Value_USD,Customs_Duty_USD,Insurance_Value_USD,Total_Logistics_Cost_USD,Transit_Days_Estimated,Delay_Days,Carrier_Name,Handler_Employee_ID,Temperature_Controlled,Hazardous_Materials
SHP-0008901,ORD-0008901,CUST-01379,TRK-609927416,5/4/2025,5/7/2025,5/5/2025,Delivered,Air Freight,UAE,Abu Dhabi,Qatar,Al Khor,26493.3,1216.2324,51,243729.27,1274400.83,52165.58,1729.58,297624.43,3,0,UPS Arabia,EMP-00198,Yes,No
SHP-0008902,ORD-0008902,CUST-00794,TRK-538773488,2/25/2019,2/27/2019,11/16/2022,Delayed,Express Courier,UAE,Ras Al Khaimah,Saudi Arabia,Jubail,48369.7,3039.3033,12,1077645.04,36476267.62,3375271.23,72679.19,4525595.46,2,11,Red Sea Transport,EMP-00090,Yes,Yes
SHP-0008903,ORD-0008903,CUST-00452,TRK-454917914,2/16/2022,2/20/2022,11/16/2022,In Transit,Express Courier,Bahrain,Riffa,Kuwait,Kuwait City,18943.53,1784.7832,85,166443.31,6995661.04,1029559.44,56232.27,1252235.02,4,0,Agility Logistics,EMP-00117,No,Yes
SHP-0008904,ORD-0008904,CUST-00868,TRK-356996870,1/15/2025,1/27/2025,1/26/2025,Delivered,Sea Freight,Kuwait,Kuwait City,Saudi Arabia,Riyadh,39637.33,762.9843,46,42953.89,2037610.85,225013.89,18142.42,286110.2,12,0,DHL Gulf,EMP-00286,No,Yes
SHP-0008905,ORD-0008905,CUST-01137,TRK-989964603,8/5/2019,8/7/2019,8/6/2019,Delivered,Air Freight,Qatar,Doha,Saudi Arabia,Jeddah,28672.12,2573.2522,74,305044.53,11577379.62,528753.59,42014.42,875812.54,2,0,CMA CGM Middle East,EMP-00095,No,No
SHP-0008906,ORD-0008906,CUST-00504,TRK-265020728,10/23/2025,10/29/2025,11/16/2022,In Transit,Road Transport,Bahrain,Muharraq,Oman,Sohar,45339.34,4335.6614,68,57377.67,2315836.21,243577.58,3643.85,304599.1,6,0,Aramex,EMP-00129,Yes,Yes
SHP-0008907,ORD-0008907,CUST-00690,TRK-441822271,10/8/2019,10/11/2019,10/15/2019,Delivered,Air Freight,Qatar,Al Wakrah,Bahrain,Hamad Town,21897.87,1204.4244,55,217063.98,10757379.96,963600.53,52649.32,1233313.83,3,4,Agility Logistics,EMP-00288,No,Yes
SHP-0008908,ORD-0008908,CUST-00629,TRK-848733383,11/23/2022,11/29/2022,12/3/2022,Delivered,Air Freight,Kuwait,Hawalli,Saudi Arabia,Jubail,12140.35,146.8934,26,81289.64,2046692.38,110356.95,10939.18,202585.77,6,4,Middle East Freight Solutions,EMP-00298,No,No
SHP-0008909,ORD-0008909,CUST-01475,TRK-846811150,9/22/2024,10/3/2024,11/16/2022,In Transit,Sea Freight,UAE,Dubai,Bahrain,Manama,19049.3,121.9985,72,15081.37,111542.69,12337.66,113.91,27532.94,11,0,Hapag-Lloyd Gulf,EMP-00286,Yes,Yes
SHP-0008910,ORD-0008910,CUST-01386,TRK-635441027,8/21/2023,8/24/2023,11/16/2022,In Transit,Sea Freight,Kuwait,Ahmadi,Kuwait,Jahra,43840.43,3423.903,22,68628.71,1365282.69,0,1399.22,70027.93,3,0,COSCO Shipping Gulf,EMP-00264,Yes,Yes
SHP-0008911,ORD-0008911,CUST-00739,TRK-533506185,5/4/2021,5/9/2021,11/16/2022,In Transit,Road Transport,Qatar,Lusail,Oman,Nizwa,3003.61,192.3787,84,9059.56,247108.78,7668.15,310.88,17038.59,5,0,COSCO Shipping Gulf,EMP-00079,Yes,Yes
SHP-0008912,ORD-0008912,CUST-01236,TRK-926319887,2/14/2024,2/21/2024,11/16/2022,Delayed,Air Freight,Kuwait,Kuwait City,Qatar,Al Khor,40118.83,715.9078,63,198292.35,5676449.87,35939.66,28872.03,263104.04,7,13,GAC Logistics,EMP-00033,Yes,Yes
SHP-0008913,ORD-0008913,CUST-00663,TRK-212533950,4/13/2021,4/21/2021,4/23/2021,Delivered,Road Transport,Qatar,Lusail,Oman,Muscat,13711.82,724.2467,62,25156.7,539447.69,48430.76,4008.07,77595.53,8,2,COSCO Shipping Gulf,EMP-00205,Yes,Yes
SHP-0008914,ORD-0008914,CUST-00662,TRK-872414820,4/10/2020,4/13/2020,11/16/2022,At Customs,Sea Freight,Qatar,Doha,Qatar,Al Khor,21797.35,290.0251,44,54349.26,2555875.17,0,13185.61,67534.87,3,0,CMA CGM Middle East,EMP-00229,No,No
SHP-0008915,ORD-0008915,CUST-00849,TRK-981383548,1/21/2023,1/31/2023,1/30/2023,Delivered,Sea Freight,Bahrain,Muharraq,UAE,Abu Dhabi,17020.65,642.36,78,27501.19,497078.02,26487.98,954.57,54943.74,10,0,UPS Arabia,EMP-00032,Yes,No
SHP-0008916,ORD-0008916,CUST-01061,TRK-968186700,9/13/2022,9/19/2022,9/23/2022,Delivered,Express Courier,Saudi Arabia,Taif,Qatar,Al Khor,33902.66,139.1238,40,550886.92,20493100.4,447763.44,73064.67,1071715.03,6,4,UPS Arabia,EMP-00198,No,No
SHP-0008917,ORD-0008917,CUST-01265,TRK-163699819,6/1/2022,6/3/2022,6/6/2022,Delivered,Express Courier,Kuwait,Hawalli,Bahrain,Isa Town,19752.39,470.2756,13,480377.23,7224169.28,157526.37,59026.7,696930.3,2,3,Desert Express Logistics,EMP-00198,Yes,No
SHP-0008918,ORD-0008918,CUST-01316,TRK-206979997,1/13/2022,1/17/2022,11/16/2022,Out for Delivery,Air Freight,Saudi Arabia,Khobar,Kuwait,Hawalli,3137.4,290.5466,78,45764.49,2055691.18,8294.66,6776.12,60835.27,4,0,Kanoo Shipping,EMP-00255,Yes,Yes
SHP-0008919,ORD-0008919,CUST-00581,TRK-512076460,5/17/2022,5/29/2022,5/31/2022,Delivered,Sea Freight,Oman,Sur,Saudi Arabia,Riyadh,26574.77,2219.7882,73,42182.51,716976.6,92345.43,3443.77,137971.71,12,2,Red Sea Transport,EMP-00169,Yes,Yes
SHP-0008921,ORD-0008921,CUST-00822,TRK-875239140,11/3/2020,11/8/2020,11/16/2022,In Transit,Road Transport,Saudi Arabia,Khobar,UAE,Fujairah,37621.87,2689.5759,77,62791.81,1377367.85,72751.37,6767.52,142310.7,5,0,UPS Arabia,EMP-00032,Yes,No
SHP-0008922,ORD-0008922,CUST-01057,TRK-116950663,11/6/2021,11/9/2021,11/7/2021,Delivered,Air Freight,Saudi Arabia,Jubail,Saudi Arabia,Jubail,26730.25,1388.6763,22,264429.74,7469981.55,0,39151.88,303581.62,3,0,Arabian Shipping Co.,EMP-00179,Yes,No
SHP-0008923,ORD-0008923,CUST-00138,TRK-612784858,11/27/2023,11/30/2023,12/4/2023,Delivered,Road Transport,Oman,Sohar,Kuwait,Kuwait City,19125.34,418.4943,21,39685.86,397969.72,3967.63,1670.47,45323.96,3,4,Agility Logistics,EMP-00217,Yes,No
SHP-0008924,ORD-0008924,CUST-00413,TRK-617729199,2/16/2022,2/20/2022,11/16/2022,In Transit,Road Transport,UAE,Dubai,Oman,Muscat,17289.65,1505.7178,23,74312.59,3127692.01,401848.62,11416.86,487578.07,4,0,Middle East Freight Solutions,EMP-00169,No,Yes
SHP-0008925,ORD-0008925,CUST-00757,TRK-810164884,11/19/2022,11/27/2022,11/16/2022,Delayed,Sea Freight,Bahrain,Isa Town,Saudi Arabia,Medina,23594.28,364.8781,78,23090.48,705123.33,27726.75,1393.82,52211.05,8,30,GAC Logistics,EMP-00148,No,No
SHP-0008926,ORD-0008926,CUST-01365,TRK-142095637,3/24/2023,4/1/2023,3/31/2023,Delivered,Sea Freight,UAE,Ras Al Khaimah,Oman,Sur,10578.51,957.7757,60,25539.06,434052.33,59134.99,2237.12,86911.17,8,0,Kanoo Shipping,EMP-00287,No,No
SHP-0008927,ORD-0008927,CUST-00829,TRK-860090541,4/7/2023,4/15/2023,11/16/2022,In Transit,Road Transport,Kuwait,Jahra,Qatar,Lusail,13416.07,1143.3351,71,20610.33,438578.36,48945.28,1969.38,71524.99,8,0,Al Futtaim Logistics,EMP-00288,No,Yes
SHP-0008928,ORD-0008928,CUST-00641,TRK-715249123,5/29/2019,6/2/2019,11/16/2022,At Warehouse,Road Transport,Oman,Nizwa,Saudi Arabia,Mecca,6941.84,161.8427,19,20648.62,164008.78,17191.4,1571.37,39411.39,4,0,Middle East Freight Solutions,EMP-00079,No,No
SHP-0008929,ORD-0008929,CUST-00578,TRK-988984977,9/16/2022,9/28/2022,11/16/2022,In Transit,Sea Freight,Bahrain,Riffa,UAE,Ras Al Khaimah,9470.92,603.1368,81,5270.38,28867.06,1929.86,101.8,7302.04,12,0,Gulf Logistics Partners,EMP-00137,No,Yes
SHP-0008930,ORD-0008930,CUST-00847,TRK-979649916,2/13/2020,2/20/2020,11/16/2022,Out for Delivery,Sea Freight,Oman,Nizwa,Qatar,Lusail,4540.31,148.6369,61,12539.25,367354,17131.81,2394.96,32066.02,7,0,GAC Logistics,EMP-00044,Yes,Yes
SHP-0008931,ORD-0008931,CUST-00722,TRK-845644704,8/20/2021,8/29/2021,11/16/2022,At Customs,Sea Freight,Qatar,Al Wakrah,Kuwait,Kuwait City,13184.51,732.1826,23,34748.52,1165200.72,52543.21,5059.9,92351.63,9,0,DHL Gulf,EMP-00288,No,No
SHP-0008932,ORD-0008932,CUST-01218,TRK-799737556,12/4/2019,12/7/2019,12/11/2019,Delivered,Express Courier,Bahrain,Isa Town,Kuwait,Salmiya,172.55,9.9669,92,2597.33,94279.3,12877.15,484.8,15959.28,3,4,MSC Arabian,EMP-00085,Yes,No
SHP-0008933,ORD-0008933,CUST-01384,TRK-611773502,3/1/2022,3/12/2022,3/17/2022,Delivered,Sea Freight,UAE,Dubai,Kuwait,Ahmadi,9638.19,388.8111,80,19416.09,576776.75,43444.28,1106.19,63966.56,11,5,Al Futtaim Logistics,EMP-00298,Yes,No
SHP-0008935,ORD-0008935,CUST-01345,TRK-649068599,5/17/2020,5/22/2020,11/16/2022,At Warehouse,Express Courier,Qatar,Lusail,Bahrain,Manama,36645.06,3531.2884,6,644015.28,30381950.13,2709271.46,209968.18,3563254.92,5,0,Pearl Harbor Freight,EMP-00287,Yes,Yes
SHP-0008936,ORD-0008936,CUST-00565,TRK-606232375,10/16/2020,10/18/2020,11/16/2022,At Warehouse,Air Freight,Bahrain,Riffa,Kuwait,Salmiya,20882.93,1478.4785,68,82078.11,1250169.77,30557.59,4423.39,117059.09,2,0,DHL Gulf,EMP-00264,Yes,Yes
SHP-0008937,ORD-0008937,CUST-00129,TRK-962114200,4/6/2021,4/11/2021,4/12/2021,Delivered,Air Freight,Oman,Sohar,Qatar,Al Wakrah,48611.71,3585.2814,14,287249.67,3097652.25,38426.07,14336.12,340011.86,5,1,Red Sea Transport,EMP-00117,Yes,Yes
SHP-0008938,ORD-0008938,CUST-00346,TRK-947848728,4/19/2025,4/24/2025,4/22/2025,Delivered,Air Freight,UAE,Ras Al Khaimah,Kuwait,Jahra,40271.33,720.718,36,423762.26,11251096.68,261714.26,60928.29,746404.81,5,0,CMA CGM Middle East,EMP-00033,Yes,Yes
SHP-0008939,ORD-0008939,CUST-00596,TRK-790687780,12/2/2019,12/4/2019,11/16/2022,Out for Delivery,Road Transport,UAE,Abu Dhabi,UAE,Abu Dhabi,6184.27,600.4823,86,11267.21,489423.52,0,2975.24,14242.45,2,0,Evergreen Gulf Services,EMP-00117,Yes,Yes
SHP-0008940,ORD-0008940,CUST-00429,TRK-557669789,5/4/2024,5/10/2024,11/16/2022,In Transit,Air Freight,UAE,Sharjah,Saudi Arabia,Mecca,10138.96,824.7006,63,71943.45,623283.58,90204.45,3303.86,165451.76,6,0,Evergreen Gulf Services,EMP-00032,No,Yes
SHP-0008941,ORD-0008941,CUST-00909,TRK-173325345,12/27/2019,1/1/2020,11/16/2022,At Customs,Rail Freight,Kuwait,Kuwait City,Kuwait,Salmiya,35449.38,726.6993,17,112201.17,3210868.39,0,31228.87,143430.04,5,0,Arabian Shipping Co.,EMP-00189,No,No
SHP-0008942,ORD-0008942,CUST-01381,TRK-853616845,10/17/2019,10/20/2019,10/25/2019,Delivered,Sea Freight,Oman,Salalah,Oman,Salalah,36637.23,2083.2308,17,48012.9,440494.69,0,573.04,48585.94,3,5,Gulf Logistics Partners,EMP-00080,No,No
SHP-0008943,ORD-0008943,CUST-00174,TRK-166699304,12/31/2024,1/8/2025,11/16/2022,At Customs,Road Transport,Oman,Sohar,UAE,Fujairah,18948.22,980.8346,21,53220.07,342227.43,28452.92,1739.63,83412.62,8,0,Red Sea Transport,EMP-00119,Yes,Yes
SHP-0008944,ORD-0008944,CUST-00576,TRK-210101877,2/21/2022,2/23/2022,11/16/2022,Lost,Express Courier,Saudi Arabia,Jubail,Qatar,Doha,49955.97,195.7614,52,283579.6,13102495.95,54659.17,128656.92,466895.69,2,0,Desert Express Logistics,EMP-00148,Yes,No
SHP-0008945,ORD-0008945,CUST-01139,TRK-143361021,2/17/2019,2/25/2019,2/28/2019,Delivered,Road Transport,Saudi Arabia,Riyadh,UAE,Dubai,22275.28,1853.3513,70,25929.44,975242.83,109731.26,3464.1,139124.8,8,3,GAC Logistics,EMP-00229,No,No
SHP-0008946,ORD-0008946,CUST-01199,TRK-575383854,4/15/2019,4/23/2019,4/24/2019,Delivered,Sea Freight,Qatar,Doha,Saudi Arabia,Taif,14481.01,756.2122,31,37794.79,1692074.69,141590.82,8445.97,187831.58,8,1,UPS Arabia,EMP-00179,No,No
SHP-0008947,ORD-0008947,CUST-00312,TRK-474273942,9/15/2020,9/22/2020,9/23/2020,Delivered,Sea Freight,UAE,Abu Dhabi,Kuwait,Ahmadi,12848.81,110.541,2,19714.28,791887.14,52263.08,7476.07,79453.43,7,1,Evergreen Gulf Services,EMP-00033,No,Yes
SHP-0008948,ORD-0008948,CUST-00975,TRK-458507217,2/3/2024,2/7/2024,2/7/2024,Delivered,Air Freight,Qatar,Al Rayyan,UAE,Abu Dhabi,16434.67,587.7321,16,137949.89,5032943.66,293045.99,49374.01,480369.89,4,0,CMA CGM Middle East,EMP-00179,Yes,No
SHP-0008949,ORD-0008949,CUST-01089,TRK-806342097,5/22/2024,5/29/2024,5/27/2024,Delivered,Air Freight,Oman,Salalah,Bahrain,Riffa,45037.9,1140.2083,8,399521.34,5282896.66,212533.2,20295.64,632350.18,7,0,Red Sea Transport,EMP-00179,Yes,No
SHP-0008950,ORD-0008950,CUST-00928,TRK-289294646,7/9/2022,7/21/2022,7/22/2022,Delivered,Sea Freight,Kuwait,Hawalli,Qatar,Lusail,6768.07,649.156,11,19627.32,495595.31,42268.26,2055.91,63951.49,12,1,Arabian Shipping Co.,EMP-00217,Yes,No
SHP-0008951,ORD-0008951,CUST-00390,TRK-703947181,9/16/2019,9/28/2019,11/16/2022,In Transit,Sea Freight,Bahrain,Manama,Qatar,Al Wakrah,26766.76,2133.3409,17,46185.3,112695.47,10040.1,189.95,56415.35,12,0,Evergreen Gulf Services,EMP-00267,Yes,No
SHP-0008952,ORD-0008952,CUST-00463,TRK-211528242,3/5/2022,3/12/2022,11/16/2022,At Warehouse,Sea Freight,Kuwait,Jahra,UAE,Sharjah,40932.83,3425.5183,68,117361.34,5327866.21,129580.14,46210.99,293152.47,7,0,Arabian Shipping Co.,EMP-00059,No,Yes
SHP-0008953,ORD-0008953,CUST-00532,TRK-495953621,2/26/2024,2/29/2024,3/1/2024,Delivered,Road Transport,Bahrain,Muharraq,Saudi Arabia,Jubail,38743.86,2649.9511,71,42530.29,1203119.67,76677.79,11028.26,130236.34,3,1,Maersk Gulf,EMP-00080,No,No
SHP-0008954,ORD-0008954,CUST-00633,TRK-246882673,6/22/2019,6/27/2019,11/16/2022,In Transit,Air Freight,Bahrain,Riffa,Oman,Nizwa,40527.07,2241.6412,79,501686.23,18519848.33,712965.76,95715.57,1310367.56,5,0,MSC Arabian,EMP-00006,No,Yes
SHP-0008955,ORD-0008955,CUST-00326,TRK-615128988,4/22/2024,4/25/2024,4/29/2024,Delivered,Road Transport,Oman,Sur,Oman,Sur,38603.33,2190.7914,71,125640.89,5787455.01,0,20117.33,145758.22,3,4,COSCO Shipping Gulf,EMP-00119,No,No
SHP-0008956,ORD-0008956,CUST-00962,TRK-948331204,2/23/2020,2/24/2020,11/16/2022,In Transit,Sea Freight,Oman,Salalah,Oman,Muscat,24466.19,742.275,87,66377.58,479577.55,0,1275.42,67653,1,0,Middle East Freight Solutions,EMP-00059,No,No
SHP-0008957,ORD-0008957,CUST-00947,TRK-582476373,6/6/2019,6/14/2019,11/16/2022,In Transit,Sea Freight,Kuwait,Hawalli,Bahrain,Riffa,45977.11,3143.9388,91,63725.69,3031766.37,292396.43,28613.57,384735.69,8,0,Arabian Shipping Co.,EMP-00148,No,No
SHP-0008958,ORD-0008958,CUST-01032,TRK-208376656,11/27/2023,12/4/2023,11/16/2022,In Transit,Sea Freight,UAE,Fujairah,Saudi Arabia,Medina,3185.62,305.8481,97,7300.47,254167.23,14591.71,1671.32,23563.5,7,0,Middle East Freight Solutions,EMP-00288,Yes,No
SHP-0008959,ORD-0008959,CUST-00055,TRK-410514430,1/22/2022,1/27/2022,11/16/2022,Out for Delivery,Rail Freight,Kuwait,Kuwait City,Saudi Arabia,Jeddah,24386.64,284.2564,97,42011.84,1700418.06,167385.64,6456.17,215853.65,5,0,Al Futtaim Logistics,EMP-00255,Yes,Yes
SHP-0008960,ORD-0008960,CUST-00293,TRK-522301590,2/9/2024,2/13/2024,2/13/2024,Delivered,Road Transport,Oman,Sohar,UAE,Fujairah,34235.42,2961.3892,14,73439.82,3427534.53,461316.24,24041.21,558797.27,4,0,Red Sea Transport,EMP-00208,Yes,Yes
SHP-0008961,ORD-0008961,CUST-00467,TRK-156800499,10/29/2025,11/3/2025,11/16/2022,At Customs,Road Transport,Kuwait,Ahmadi,Saudi Arabia,Medina,12110.7,877.8914,38,14492.49,678060.49,83619.85,3721.74,101834.08,5,0,Agility Logistics,EMP-00129,No,No
SHP-0008962,ORD-0008962,CUST-01213,TRK-590806465,9/7/2022,9/14/2022,9/13/2022,Delivered,Rail Freight,Oman,Sohar,Saudi Arabia,Medina,17748.5,1347.9702,12,69099.26,2809315.93,315095.14,16032.97,400227.37,7,0,FedEx Middle East,EMP-00189,No,Yes
SHP-0008963,ORD-0008963,CUST-01058,TRK-910316111,3/24/2025,3/26/2025,3/31/2025,Delivered,Air Freight,Oman,Nizwa,Qatar,Lusail,2051.92,42.7201,72,29452.67,259480.92,33618.32,468.03,63539.02,2,5,GAC Logistics,EMP-00085,Yes,No
SHP-0008964,ORD-0008964,CUST-00916,TRK-302402461,6/17/2023,6/20/2023,6/18/2023,Delivered,Express Courier,Saudi Arabia,Medina,Qatar,Al Rayyan,40473.64,499.4097,58,930763.47,23327131.98,3301631.06,203880.69,4436275.22,3,0,Red Sea Transport,EMP-00208,No,Yes
SHP-0008965,ORD-0008965,CUST-00910,TRK-891193850,1/17/2024,1/25/2024,11/16/2022,At Customs,Road Transport,Kuwait,Salmiya,Oman,Sohar,16446.28,1483.5148,96,58974.91,2397513.49,7165.96,16963.99,83104.86,8,0,Gulf Logistics Partners,EMP-00133,No,Yes
SHP-0008966,ORD-0008966,CUST-00734,TRK-961034259,4/29/2025,5/2/2025,5/5/2025,Delivered,Air Freight,Oman,Salalah,UAE,Dubai,17404.25,38.9468,30,188595.71,5698801.46,9585.73,20039.91,218221.35,3,3,MSC Arabian,EMP-00281,No,No
SHP-0008967,ORD-0008967,CUST-00792,TRK-736500786,3/25/2021,4/4/2021,11/16/2022,In Transit,Rail Freight,Qatar,Al Khor,Saudi Arabia,Medina,46174.14,2038.145,33,176743.84,8207516.08,374780.36,74379.23,625903.43,10,0,Red Sea Transport,EMP-00246,No,Yes
SHP-0008968,ORD-0008968,CUST-00818,TRK-555516660,7/2/2023,7/13/2023,7/12/2023,Delivered,Sea Freight,Oman,Salalah,Qatar,Al Wakrah,40786.69,1337.8319,84,86663.58,2367159.36,203733.91,5626.81,296024.3,11,0,Aramex,EMP-00169,Yes,Yes
SHP-0008969,ORD-0008969,CUST-01264,TRK-916858094,12/19/2019,12/21/2019,12/23/2019,Delivered,Express Courier,Kuwait,Hawalli,UAE,Abu Dhabi,46932.52,1642.1281,18,648942.43,22684485.52,709055.2,134573.03,1492570.66,2,2,Arabian Shipping Co.,EMP-00033,Yes,Yes
SHP-0008970,ORD-0008970,CUST-01453,TRK-414896642,4/25/2020,4/30/2020,5/3/2020,Delivered,Express Courier,UAE,Fujairah,Qatar,Al Rayyan,31462.31,2440.8595,24,280354.79,5838515.98,487547.95,50684.32,818587.06,5,3,Middle East Freight Solutions,EMP-00208,Yes,No
SHP-0008971,ORD-0008971,CUST-00546,TRK-427795332,9/19/2021,9/26/2021,11/16/2022,At Warehouse,Sea Freight,Oman,Sur,Qatar,Al Khor,38849.39,340.3219,7,103959.65,3675131.52,214336.43,8518.73,326814.81,7,0,Evergreen Gulf Services,EMP-00198,No,Yes
SHP-0008972,ORD-0008972,CUST-00995,TRK-597803803,9/19/2025,9/21/2025,11/16/2022,At Customs,Express Courier,UAE,Dubai,Oman,Muscat,5243.88,220.2774,93,29890.27,67826.4,366.17,392.16,30648.6,2,0,Middle East Freight Solutions,EMP-00117,No,No
SHP-0008974,ORD-0008974,CUST-00688,TRK-193252921,9/8/2021,9/13/2021,9/15/2021,Delivered,Road Transport,Bahrain,Riffa,Kuwait,Salmiya,29078.97,1177.384,66,64344.78,2650948.25,362104.3,25647.73,452096.81,5,2,Middle East Freight Solutions,EMP-00095,Yes,Yes
SHP-0008976,ORD-0008976,CUST-00827,TRK-776892512,7/11/2023,7/19/2023,11/16/2022,Lost,Sea Freight,Saudi Arabia,Taif,Kuwait,Jahra,45560.19,2317.7545,7,66303.65,1916239.32,191394.18,14895.88,272593.71,8,0,UPS Arabia,EMP-00264,No,No
SHP-0008977,ORD-0008977,CUST-00633,TRK-486743591,8/8/2024,8/10/2024,11/16/2022,Delayed,Sea Freight,Oman,Salalah,Oman,Nizwa,46479.41,943.4709,62,126668.91,3497288.54,0,12400,139068.91,2,10,Maersk Gulf,EMP-00208,Yes,Yes
SHP-0008978,ORD-0008978,CUST-00745,TRK-229745158,6/14/2020,6/18/2020,6/18/2020,Delivered,Air Freight,Bahrain,Muharraq,Bahrain,Hamad Town,41562.6,2774.8435,42,567654.73,13544143.33,0,112241.85,679896.58,4,0,DHL Gulf,EMP-00080,Yes,Yes
SHP-0008979,ORD-0008979,CUST-00545,TRK-782136031,5/29/2024,6/1/2024,6/1/2024,Delivered,Air Freight,Kuwait,Hawalli,Saudi Arabia,Khobar,15840.02,1261.8125,79,138664.99,4410096.21,54051.32,14840.01,207556.32,3,0,UPS Arabia,EMP-00149,No,Yes
SHP-0008980,ORD-0008980,CUST-00389,TRK-949104754,8/2/2025,8/4/2025,11/16/2022,In Transit,Air Freight,UAE,Abu Dhabi,Kuwait,Hawalli,34490.37,1110.3555,61,144764.24,2862752.69,152543.14,17079.51,314386.89,2,0,Al Futtaim Logistics,EMP-00133,No,Yes
SHP-0008981,ORD-0008981,CUST-00054,TRK-720512331,10/4/2020,10/5/2020,11/16/2022,At Customs,Air Freight,Oman,Salalah,Oman,Muscat,32354.06,3023.626,17,244297.32,7495031.36,0,37971.94,282269.26,1,0,GAC Logistics,EMP-00281,No,Yes
SHP-0008982,ORD-0008982,CUST-00593,TRK-530684517,8/17/2022,8/26/2022,11/16/2022,In Transit,Sea Freight,Qatar,Al Khor,Saudi Arabia,Khobar,9496.68,229.9321,69,12332.14,112839.47,12838.21,657.16,25827.51,9,0,DHL Gulf,EMP-00079,Yes,No
SHP-0008983,ORD-0008983,CUST-00631,TRK-160904248,4/6/2021,4/11/2021,11/16/2022,At Warehouse,Air Freight,Oman,Sohar,Kuwait,Salmiya,10708.96,1001.0912,12,93938.41,4111093.22,408489.55,20661.87,523089.83,5,0,UPS Arabia,EMP-00148,Yes,Yes
SHP-0008984,ORD-0008984,CUST-00793,TRK-171845309,7/4/2021,7/6/2021,7/9/2021,Delivered,Air Freight,Kuwait,Kuwait City,UAE,Ajman,23753.03,450.0158,16,295655.59,14236732.41,784515.86,58060.14,1138231.59,2,3,Gulf Logistics Partners,EMP-00288,Yes,No
SHP-0008985,ORD-0008985,CUST-01193,TRK-236053153,10/3/2021,10/7/2021,11/16/2022,Returned to Sender,Road Transport,Qatar,Lusail,Oman,Salalah,37999.18,1729.6074,48,167444.46,5606681.01,424444.67,7351.96,599241.09,4,0,GAC Logistics,EMP-00268,No,No
SHP-0008986,ORD-0008986,CUST-01073,TRK-996410931,9/3/2020,9/10/2020,11/16/2022,At Warehouse,Road Transport,Oman,Nizwa,Saudi Arabia,Dammam,22880.92,1236.3058,2,100820.46,744697.11,90732.54,2421.77,193974.77,7,0,UPS Arabia,EMP-00229,Yes,No
SHP-0008987,ORD-0008987,CUST-00663,TRK-952655315,7/22/2025,7/24/2025,7/22/2025,Delivered,Sea Freight,Oman,Salalah,Oman,Muscat,49908.03,672.9102,48,71170.09,3039342.78,0,17128.53,88298.62,2,0,Hapag-Lloyd Gulf,EMP-00079,Yes,No
SHP-0008988,ORD-0008988,CUST-00799,TRK-887841244,3/15/2024,3/16/2024,11/16/2022,In Transit,Road Transport,Kuwait,Ahmadi,Kuwait,Ahmadi,1361.6,124.7245,48,3898.53,118740.84,0,1017.15,4915.68,1,0,CMA CGM Middle East,EMP-00149,No,Yes
SHP-0008990,ORD-0008990,CUST-00496,TRK-118638989,3/24/2021,4/3/2021,4/5/2021,Delivered,Sea Freight,Qatar,Al Rayyan,Oman,Sohar,46333.45,1052.3867,56,78344.48,2027702.1,228624.75,14774.16,321743.39,10,2,CMA CGM Middle East,EMP-00137,Yes,Yes
SHP-0008991,ORD-0008991,CUST-00417,TRK-380812356,2/13/2022,2/17/2022,2/18/2022,Delivered,Air Freight,Saudi Arabia,Medina,Bahrain,Muharraq,22935.59,1173.7661,84,232391.58,11408547.29,581191.63,44353.99,857937.2,4,1,COSCO Shipping Gulf,EMP-00033,No,No
SHP-0008992,ORD-0008992,CUST-01198,TRK-671275500,12/25/2024,1/3/2025,1/3/2025,Delivered,Sea Freight,UAE,Dubai,Bahrain,Hamad Town,49080.95,605.675,60,33350.19,712039.8,61431.75,4623.35,99405.29,9,0,Arabian Shipping Co.,EMP-00044,Yes,No
SHP-0008993,ORD-0008993,CUST-00042,TRK-799285139,4/14/2024,4/19/2024,11/16/2022,Out for Delivery,Express Courier,Kuwait,Salmiya,Saudi Arabia,Mecca,8837.12,650.0113,11,129936.1,5640300,88018.73,11172.13,229126.96,5,0,DHL Gulf,EMP-00217,Yes,No
SHP-0008994,ORD-0008994,CUST-01410,TRK-792377188,11/30/2019,12/4/2019,12/8/2019,Delivered,Sea Freight,Saudi Arabia,Mecca,Saudi Arabia,Mecca,11626.56,624.237,45,13055.16,512253.76,0,2547.47,15602.63,4,4,Agility Logistics,EMP-00129,Yes,Yes
SHP-0008995,ORD-0008995,CUST-00039,TRK-697425068,10/9/2025,10/20/2025,11/16/2022,At Warehouse,Sea Freight,Kuwait,Jahra,Qatar,Al Khor,40883.82,1772.6449,57,56854.35,1841527.92,176837.77,6718.66,240410.78,11,0,Red Sea Transport,EMP-00044,Yes,Yes
