Order_ID,Order_Date,Customer_ID,Customer_Type,Country,City,Product_Category,Product_Name,Quantity,Unit_Price_USD,Subtotal_USD,Discount_Percent,Discount_Amount_USD,Tax_Rate_Percent,Tax_Amount_USD,Shipping_Cost_USD,Insurance_Cost_USD,Total_Amount_USD,Currency,Order_Status,Delivery_Date,Payment_Method,Payment_Status,Sales_Rep_ID,Agent_Name,Warehouse_Country,Warehouse_City,Shipping_Method,Priority,Notes
ORD-0007023,8/30/2019,CUST-00152,Corporate,Kuwait,Hawalli,Fashion,Women Clothing,3356,4525.68,15188182.08,24.54,3727179.88,0,0,3101.96,70108.71,11534212.87,USD,Shipped,9/8/2019,Installments,Pending,EMP-00124,Pearl Harbor Freight,Bahrain,Hamad Town,Sea Freight,Urgent,Express required
ORD-0007024,8/27/2022,CUST-01184,E-commerce Platform,Oman,Salalah,Industrial,Plumbing,15,462.79,6941.85,2.21,153.41,5,339.42,300.6,0,7428.46,USD,Shipped,8/29/2022,Cash on Delivery,Pending,EMP-00134,Red Sea Transport,Kuwait,Kuwait City,Air Freight,High,Express required
ORD-0007025,10/22/2019,CUST-00173,Small Business,Bahrain,Riffa,Food & Beverage,Frozen Foods,396,1613.11,638791.56,3.63,23188.13,10,61560.34,1603.21,5248.18,684015.16,USD,Returned,10/27/2019,Digital Wallet,Pending,EMP-00098,Evergreen Gulf Services,Oman,Muscat,Road Transport,Low,Express required
ORD-0007026,7/19/2024,CUST-00546,Individual,Qatar,Al Khor,Industrial,Chemicals,3,532.77,1598.31,1.25,19.98,0,0,3830.62,0,5408.95,USD,Shipped,8/3/2024,Digital Wallet,Pending,EMP-00101,Kanoo Shipping,Kuwait,Kuwait City,Rail Freight,Medium,Express required
ORD-0007028,12/13/2025,CUST-00037,E-commerce Platform,Oman,Nizwa,Electronics,Headphones,92,307.03,28246.76,11.72,3310.52,5,1246.81,3523.94,223.92,29930.91,USD,Delivered,12/20/2025,Credit Card,Paid,EMP-00239,FedEx Middle East,Oman,Nizwa,Air Freight,Medium,Express required
ORD-0007029,6/28/2024,CUST-00617,Individual,Kuwait,Salmiya,Electronics,Headphones,2,485.72,971.44,0.16,1.55,0,0,2648.61,0,3618.5,USD,Delivered,7/2/2024,Bank Transfer,Paid,EMP-00134,Pearl Harbor Freight,Oman,Muscat,Air Freight,Medium,Express required
ORD-0007030,9/21/2020,CUST-01277,Corporate,Bahrain,Manama,Automotive,Exterior,1174,1046.98,1229154.52,13.54,166427.52,10,106272.7,1956.98,11850.51,1182807.19,USD,Shipped,10/1/2020,Credit Card,Pending,EMP-00233,Gulf Logistics Partners,Qatar,Lusail,Sea Freight,Low,Express required
ORD-0007031,1/14/2019,CUST-00116,Corporate,Saudi Arabia,Medina,Electronics,TVs,933,2029.83,1893831.39,15.92,301497.96,15,238850.01,4586.8,5542.2,1841312.44,USD,Shipped,1/25/2019,Installments,Paid,EMP-00134,Pearl Harbor Freight,Kuwait,Salmiya,Road Transport,Medium,Express required
ORD-0007033,12/17/2019,CUST-01054,Government,UAE,Fujairah,Industrial,Safety Equipment,2192,5536.54,12136095.68,1.87,226944.99,5,595457.53,940.24,119273.17,12624821.63,USD,Delivered,1/14/2020,Bank Transfer,Overdue,EMP-00248,Al Futtaim Logistics,Kuwait,Ahmadi,Express Courier,Medium,Express required
ORD-0007034,1/20/2020,CUST-00481,Small Business,Saudi Arabia,Riyadh,Industrial,Safety Equipment,472,877.71,414279.12,2.73,11309.82,15,60445.39,3977.65,1888.53,469280.87,USD,Delivered,2/4/2020,Credit Card,Paid,EMP-00214,Red Sea Transport,Oman,Muscat,Road Transport,Medium,Express required
ORD-0007035,4/20/2024,CUST-00562,Individual,Oman,Salalah,Food & Beverage,Beverages,4,549.86,2199.44,2.5,54.99,5,107.22,524.63,0,2776.3,USD,Delivered,4/28/2024,Credit Card,Paid,EMP-00216,Hapag-Lloyd Gulf,Saudi Arabia,Jubail,Express Courier,Urgent,Express required
ORD-0007037,12/22/2024,CUST-00023,Small Business,Qatar,Lusail,Home & Garden,Dining,201,161.21,32403.21,3.4,1101.71,0,0,3910.35,159.54,35371.39,USD,Delivered,1/20/2025,Letter of Credit,Paid,EMP-00081,Evergreen Gulf Services,Saudi Arabia,Jeddah,Air Freight,High,Express required
ORD-0007038,5/21/2023,CUST-00170,Individual,Kuwait,Hawalli,Food & Beverage,Packaged Foods,12,769.62,9235.44,1.48,136.68,0,0,57.67,0,9156.43,USD,Delivered,6/19/2023,Credit Card,Paid,EMP-00081,Maersk Gulf,Bahrain,Hamad Town,Road Transport,Medium,Express required
ORD-0007040,4/23/2021,CUST-00037,E-commerce Platform,Oman,Nizwa,Home & Garden,Dining,13,398.27,5177.51,1.03,53.33,5,256.21,712.91,0,6093.3,USD,Delivered,5/19/2021,Credit Card,Paid,EMP-00089,Kanoo Shipping,UAE,Abu Dhabi,Road Transport,Medium,Hazardous materials
ORD-0007041,9/24/2023,CUST-01033,Corporate,Qatar,Al Wakrah,Automotive,Tools,1313,380.54,499649.02,11.6,57959.29,0,0,3190.44,994.9,445875.07,USD,Shipped,10/4/2023,Installments,Pending,EMP-00241,Evergreen Gulf Services,Qatar,Doha,Road Transport,Low,Express required
ORD-0007042,12/2/2021,CUST-01347,Small Business,Qatar,Doha,Automotive,Car Parts,149,1658.68,247143.32,3.53,8724.16,0,0,3746.53,1594,243759.69,USD,Shipped,12/11/2021,Credit Card,Pending,EMP-00152,Desert Express Logistics,Kuwait,Ahmadi,Road Transport,Urgent,Express required
ORD-0007045,3/31/2024,CUST-00079,Individual,Oman,Nizwa,Industrial,Raw Materials,8,370.7,2965.6,1.26,37.37,5,146.41,31.03,0,3105.67,USD,Delivered,4/16/2024,Digital Wallet,Paid,EMP-00239,Evergreen Gulf Services,Oman,Nizwa,Express Courier,Medium,Temperature controlled
ORD-0007046,9/17/2022,CUST-00600,Corporate,UAE,Ras Al Khaimah,Industrial,Electrical,563,3165.44,1782142.72,10.69,190511.06,5,79581.58,2211.84,4740.2,1678165.28,USD,Delivered,9/28/2022,Digital Wallet,Paid,EMP-00103,Middle East Freight Solutions,UAE,Abu Dhabi,Road Transport,Medium,Express required
ORD-0007047,10/2/2021,CUST-00489,Corporate,Bahrain,Isa Town,Food & Beverage,Snacks,2094,4892.39,10244664.66,9.48,971194.21,10,927347.04,276.89,74164.9,10275259.28,USD,Delivered,10/13/2021,Credit Card,Paid,EMP-00242,Red Sea Transport,Bahrain,Isa Town,Road Transport,Low,Express required
ORD-0007048,4/24/2019,CUST-00358,Individual,Bahrain,Manama,Electronics,TVs,8,821.57,6572.56,3.14,206.38,10,636.62,1129.16,0,8131.96,USD,Delivered,5/4/2019,Cash on Delivery,Paid,EMP-00224,Hapag-Lloyd Gulf,Kuwait,Hawalli,Sea Freight,Medium,Fragile items
ORD-0007051,4/14/2021,CUST-01038,Small Business,Bahrain,Muharraq,Food & Beverage,Packaged Foods,10,1775.29,17752.9,3.12,553.89,10,1719.9,821.48,30.44,19770.83,USD,Delivered,4/29/2021,Bank Transfer,Paid,EMP-00197,Arabian Shipping Co.,Saudi Arabia,Jubail,Express Courier,Medium,Express required
ORD-0007054,7/19/2019,CUST-01245,E-commerce Platform,Oman,Sohar,Electronics,Gaming Consoles,22,497.67,10948.74,14.15,1549.25,5,469.97,4979.41,61.02,14909.89,USD,Delivered,8/2/2019,Digital Wallet,Paid,EMP-00228,Kanoo Shipping,UAE,Fujairah,Road Transport,Medium,Hazardous materials
ORD-0007055,1/26/2021,CUST-01300,E-commerce Platform,Bahrain,Isa Town,Sports & Outdoors,Fishing,94,204.3,19204.2,5.03,965.97,10,1823.82,3434.75,121.04,23617.84,USD,Delivered,1/27/2021,Bank Transfer,Paid,EMP-00228,Aramex,Kuwait,Ahmadi,Express Courier,Medium,Express required
ORD-0007057,11/16/2021,CUST-00114,Corporate,Saudi Arabia,Mecca,Home & Garden,Furniture,2283,4769.01,10887649.83,9.78,1064812.15,15,1473425.65,552.13,30552.21,11327367.67,USD,Delivered,11/27/2021,Credit Card,Overdue,EMP-00167,Arabian Shipping Co.,Oman,Salalah,Rail Freight,Medium,Express required
ORD-0007058,7/16/2021,CUST-00023,Small Business,Qatar,Lusail,Food & Beverage,Beverages,26,1123.08,29200.08,4.21,1229.32,0,0,4796.75,281.34,33048.85,USD,Delivered,8/10/2021,Letter of Credit,Paid,EMP-00241,Kanoo Shipping,Bahrain,Hamad Town,Air Freight,Medium,Express required
ORD-0007059,11/23/2024,CUST-01128,Small Business,Saudi Arabia,Mecca,Food & Beverage,Bakery,135,1959.47,264528.45,12.17,32193.11,15,34850.3,1875.23,2329.71,271390.58,USD,Delivered,12/23/2024,Credit Card,Paid,EMP-00089,MSC Arabian,Bahrain,Isa Town,Air Freight,Low,Express required
ORD-0007060,4/27/2021,CUST-00293,Individual,UAE,Fujairah,Beauty & Health,Fragrances,11,811.21,8923.31,1.18,105.3,5,440.9,2745.64,0,12004.55,USD,Delivered,5/17/2021,Letter of Credit,Paid,EMP-00098,DHL Gulf,UAE,Ras Al Khaimah,Air Freight,Medium,Express required
ORD-0007061,8/13/2019,CUST-00975,Individual,UAE,Abu Dhabi,Industrial,Packaging,10,332.7,3327,1.68,55.89,5,163.56,3824.62,0,7259.29,USD,Shipped,8/20/2019,Digital Wallet,Paid,EMP-00214,Kanoo Shipping,Kuwait,Kuwait City,Express Courier,Low,Express required
ORD-0007063,1/11/2019,CUST-00205,Small Business,Kuwait,Salmiya,Automotive,Electronics,215,1510.17,324686.55,9.67,31397.19,0,0,3459.09,2446.42,299194.87,USD,Shipped,1/15/2019,Credit Card,Pending,EMP-00242,Middle East Freight Solutions,Bahrain,Muharraq,Express Courier,Low,Express required
ORD-0007065,6/25/2025,CUST-00337,Corporate,UAE,Fujairah,Automotive,Car Accessories,3995,291.54,1164702.3,22.05,256816.86,5,45394.27,3469.83,7152.51,963902.05,USD,Delivered,7/10/2025,Cash on Delivery,Paid,EMP-00224,GAC Logistics,Bahrain,Hamad Town,Air Freight,Medium,Hazardous materials
ORD-0007066,5/9/2025,CUST-00408,E-commerce Platform,Saudi Arabia,Jeddah,Home & Garden,Textiles,3,189,567,0.94,5.33,15,84.25,1251.2,0,1897.12,USD,Shipped,5/12/2025,Installments,Partial,EMP-00233,Al Futtaim Logistics,Qatar,Al Wakrah,Air Freight,Medium,Bulk order
ORD-0007067,8/26/2020,CUST-00334,Small Business,Qatar,Doha,Beauty & Health,Dental Care,348,857.44,298389.12,11.67,34822.01,0,0,1767.85,2790.9,268125.86,USD,Delivered,9/21/2020,Credit Card,Paid,EMP-00103,Arabian Shipping Co.,Bahrain,Hamad Town,Sea Freight,Medium,Express required
ORD-0007068,9/4/2020,CUST-00925,Small Business,Bahrain,Hamad Town,Electronics,Smartphones,472,1816.35,857317.2,10.28,88132.21,10,76918.5,155.76,2163.18,848422.43,USD,Shipped,9/11/2020,Credit Card,Pending,EMP-00242,MSC Arabian,Qatar,Doha,Road Transport,Medium,Express required
ORD-0007069,8/3/2023,CUST-00107,Small Business,Qatar,Al Khor,Sports & Outdoors,Swimming Gear,227,206.37,46845.99,5.04,2361.04,0,0,3628.95,389.27,48503.17,USD,Delivered,8/8/2023,Credit Card,Pending,EMP-00269,MSC Arabian,Saudi Arabia,Khobar,Sea Freight,Urgent,Fragile items
ORD-0007071,12/24/2022,CUST-00632,Individual,Kuwait,Jahra,Beauty & Health,Body Care,12,667.48,8009.76,0.19,15.22,0,0,2355.5,0,10350.04,USD,Delivered,1/23/2023,Letter of Credit,Paid,EMP-00081,Aramex,Qatar,Al Khor,Sea Freight,Low,Express required
ORD-0007074,7/27/2019,CUST-00467,Small Business,Saudi Arabia,Medina,Industrial,Hardware,83,1773.58,147207.14,5.97,8788.27,15,20762.83,629.26,682.8,160493.76,USD,Delivered,8/21/2019,Credit Card,Paid,EMP-00224,Pearl Harbor Freight,Qatar,Al Rayyan,Road Transport,Medium,Express required
ORD-0007076,7/2/2021,CUST-00345,Corporate,Kuwait,Kuwait City,Electronics,TVs,1478,3549.86,5246693.08,17.92,940207.4,0,0,883.1,31794.37,4339163.15,USD,Delivered,7/15/2021,Credit Card,Paid,EMP-00214,DHL Gulf,Bahrain,Riffa,Road Transport,Low,Express required
ORD-0007078,3/9/2021,CUST-00481,Small Business,Saudi Arabia,Riyadh,Electronics,Speakers,421,185.69,78175.49,4.34,3392.82,15,11217.4,3553.37,652.83,90206.27,USD,Returned,3/25/2021,Credit Card,Paid,EMP-00279,Hapag-Lloyd Gulf,Saudi Arabia,Taif,Rail Freight,Medium,Express required
ORD-0007079,12/8/2021,CUST-00359,Small Business,Saudi Arabia,Jubail,Sports & Outdoors,Camping Gear,38,969.7,36848.6,10.1,3721.71,15,4969.03,1948.96,218.17,40263.05,USD,Delivered,1/6/2022,Credit Card,Overdue,EMP-00228,Kanoo Shipping,Oman,Salalah,Road Transport,Low,Express required
ORD-0007080,2/24/2020,CUST-00736,Individual,Kuwait,Jahra,Home & Garden,Dining,5,600.57,3002.85,2.26,67.86,0,0,1386.3,0,4321.29,USD,Delivered,3/20/2020,Cash on Delivery,Paid,EMP-00124,COSCO Shipping Gulf,Kuwait,Ahmadi,Express Courier,Urgent,Express required
ORD-0007081,4/23/2023,CUST-00243,E-commerce Platform,Oman,Sur,Electronics,Laptops,90,100.81,9072.9,0.19,17.24,5,452.78,726.22,0,10234.66,USD,Delivered,5/9/2023,Digital Wallet,Paid,EMP-00202,Middle East Freight Solutions,Saudi Arabia,Taif,Sea Freight,High,Express required
ORD-0007082,12/19/2021,CUST-01413,Corporate,Kuwait,Ahmadi,Home & Garden,Bedding,4299,63.29,272083.71,8.63,23480.82,0,0,3514.83,1067.65,253185.37,USD,Delivered,1/2/2022,Cash on Delivery,Paid,EMP-00206,Middle East Freight Solutions,Bahrain,Riffa,Sea Freight,High,Express required
ORD-0007083,10/11/2025,CUST-00174,Small Business,UAE,Fujairah,Automotive,Tools,229,34.92,7996.68,1.33,106.36,5,394.52,3013.59,0,11298.43,USD,Delivered,10/23/2025,Cash on Delivery,Paid,EMP-00242,Pearl Harbor Freight,Saudi Arabia,Riyadh,Road Transport,Medium,Fragile items
ORD-0007084,12/12/2020,CUST-00089,Individual,Oman,Sohar,Home & Garden,Kitchen Appliances,11,275.81,3033.91,3.25,98.6,5,146.77,3568.52,0,6650.6,USD,Shipped,12/27/2020,Credit Card,Paid,EMP-00153,Desert Express Logistics,UAE,Dubai,Road Transport,High,Bulk order
ORD-0007085,8/27/2023,CUST-00063,Small Business,Saudi Arabia,Mecca,Fashion,Kids Clothing,371,1361.09,504964.39,4.12,20804.53,15,72623.98,2357.73,4319.46,563461.03,USD,Delivered,9/20/2023,Bank Transfer,Paid,EMP-00228,Al Futtaim Logistics,Qatar,Doha,Sea Freight,High,Express required
ORD-0007086,4/11/2020,CUST-00183,Small Business,Qatar,Doha,Sports & Outdoors,Camping Gear,263,1217.74,320265.62,9.23,29560.52,0,0,4604.97,1383.67,296693.74,USD,Delivered,4/27/2020,Digital Wallet,Paid,EMP-00269,Aramex,UAE,Fujairah,Sea Freight,Medium,Express required
ORD-0007088,7/21/2025,CUST-01392,E-commerce Platform,Saudi Arabia,Riyadh,Food & Beverage,Dairy,39,272.48,10626.72,7.63,810.82,15,1472.38,1097.09,87.49,12472.86,USD,Delivered,8/20/2025,Bank Transfer,Paid,EMP-00214,Agility Logistics,Oman,Sohar,Sea Freight,High,Express required
ORD-0007089,12/1/2019,CUST-00418,Individual,Kuwait,Salmiya,Automotive,Tires,18,360.79,6494.22,2.2,142.87,0,0,2886.49,0,9237.84,USD,Delivered,12/9/2019,Credit Card,Pending,EMP-00051,GAC Logistics,Saudi Arabia,Mecca,Sea Freight,Urgent,Express required
ORD-0007090,5/12/2023,CUST-00515,Individual,Bahrain,Hamad Town,Fashion,Watches,2,89.4,178.8,4.76,8.51,10,17.03,497.92,0,685.24,USD,Delivered,6/8/2023,Credit Card,Paid,EMP-00228,Gulf Logistics Partners,Qatar,Doha,Express Courier,Urgent,Express required
ORD-0007091,3/9/2024,CUST-01309,Corporate,Bahrain,Hamad Town,Electronics,Headphones,3905,3358.44,13114708.2,16.75,2196713.62,10,1091799.46,377.84,80897.25,12091069.13,USD,Delivered,3/10/2024,Letter of Credit,Overdue,EMP-00224,MSC Arabian,Bahrain,Riffa,Road Transport,Medium,Express required
ORD-0007092,1/25/2023,CUST-00082,Corporate,Oman,Sur,Electronics,Smart Watches,599,2016.48,1207871.52,18.4,222248.36,5,49281.16,3787.29,3477.31,1042168.92,USD,Delivered,2/19/2023,Bank Transfer,Paid,EMP-00103,GAC Logistics,Qatar,Doha,Road Transport,Low,Express required
ORD-0007093,5/7/2022,CUST-00237,Small Business,UAE,Sharjah,Sports & Outdoors,Hiking Equipment,73,1360.92,99347.16,7.26,7212.6,5,4606.73,1064.96,542.91,98349.16,USD,Delivered,6/4/2022,Credit Card,Pending,EMP-00197,Hapag-Lloyd Gulf,Saudi Arabia,Jeddah,Road Transport,Low,Temperature controlled
ORD-0007095,10/27/2020,CUST-01082,Small Business,Saudi Arabia,Mecca,Fashion,Accessories,426,1773.77,755626.02,8.14,61507.96,15,104117.71,3602.53,2246.59,804084.89,USD,Delivered,11/13/2020,Bank Transfer,Paid,EMP-00124,MSC Arabian,Oman,Sur,Sea Freight,Urgent,Hazardous materials
ORD-0007097,2/28/2022,CUST-00140,Corporate,UAE,Dubai,Food & Beverage,Bakery,1502,3831.34,5754672.68,12.54,721635.95,5,251651.84,477.99,36916.02,5322082.58,USD,Returned,3/29/2022,Installments,Paid,EMP-00197,Al Futtaim Logistics,Bahrain,Riffa,Road Transport,Low,Express required
ORD-0007099,11/2/2021,CUST-00635,Small Business,Qatar,Doha,Industrial,Machinery,35,1786.6,62531,4.03,2520,0,0,3724.67,477.82,64213.49,USD,Delivered,11/27/2021,Digital Wallet,Paid,EMP-00076,MSC Arabian,Kuwait,Hawalli,Air Freight,Medium,Hazardous materials
ORD-0007101,8/14/2020,CUST-01467,Corporate,Kuwait,Hawalli,Industrial,Safety Equipment,1183,4925.38,5826724.54,13.69,797678.59,0,0,4401.92,32125.19,5065573.06,USD,Delivered,8/20/2020,Bank Transfer,Paid,EMP-00232,Middle East Freight Solutions,UAE,Dubai,Air Freight,Medium,Express required
ORD-0007102,1/3/2020,CUST-00857,Small Business,Qatar,Doha,Electronics,Tablets,201,1556.21,312798.21,2.36,7382.04,0,0,51.72,743.66,306211.55,USD,Delivered,1/23/2020,Credit Card,Paid,EMP-00134,Aramex,Saudi Arabia,Khobar,Road Transport,Medium,Express required
ORD-0007103,8/2/2025,CUST-01255,Corporate,Saudi Arabia,Riyadh,Automotive,Exterior,756,3247.49,2455102.44,15.45,379313.33,15,311368.37,4115.84,12431.42,2403704.74,USD,Delivered,8/18/2025,Digital Wallet,Paid,EMP-00234,Desert Express Logistics,UAE,Ajman,Air Freight,Medium,Express required
ORD-0007104,6/30/2020,CUST-00505,Individual,Kuwait,Salmiya,Automotive,Electronics,9,143.5,1291.5,1.76,22.73,0,0,3982.55,0,5251.32,USD,Delivered,7/4/2020,Credit Card,Paid,EMP-00153,Desert Express Logistics,Kuwait,Hawalli,Air Freight,High,Express required
ORD-0007106,4/4/2022,CUST-01135,Individual,Qatar,Al Wakrah,Electronics,Tablets,11,116.3,1279.3,1.57,20.09,0,0,4947.69,0,6206.9,USD,Delivered,4/10/2022,Installments,Paid,EMP-00197,COSCO Shipping Gulf,Bahrain,Isa Town,Air Freight,Medium,Express required
ORD-0007107,11/26/2021,CUST-00036,Small Business,Bahrain,Manama,Automotive,Tires,141,649.64,91599.24,5.17,4735.68,10,8686.36,2236.48,914,98700.4,USD,Delivered,11/29/2021,Cash on Delivery,Pending,EMP-00202,Arabian Shipping Co.,Kuwait,Salmiya,Sea Freight,Low,Express required
ORD-0007111,8/22/2022,CUST-01373,Small Business,Oman,Sur,Sports & Outdoors,Running,472,238.14,112402.08,4.25,4777.09,5,5381.25,749.79,163.36,113919.39,USD,Delivered,9/20/2022,Installments,Paid,EMP-00214,MSC Arabian,Saudi Arabia,Mecca,Sea Freight,High,Express required
ORD-0007112,4/16/2024,CUST-00850,Small Business,Kuwait,Ahmadi,Food & Beverage,Dairy,301,1981.04,596293.04,9.7,57840.42,0,0,2674.94,2111.58,543239.14,USD,Shipped,4/19/2024,Credit Card,Paid,EMP-00134,DHL Gulf,Bahrain,Riffa,Air Freight,Medium,Express required
ORD-0007113,12/21/2023,CUST-01104,Small Business,Saudi Arabia,Jeddah,Fashion,Sunglasses,294,840.77,247186.38,12.59,31120.77,15,32409.84,3831.69,371.8,252678.94,USD,Delivered,1/5/2024,Bank Transfer,Paid,EMP-00241,Desert Express Logistics,Bahrain,Hamad Town,Express Courier,Medium,Express required
ORD-0007114,1/8/2024,CUST-00388,Corporate,Oman,Salalah,Fashion,Watches,4985,1872.09,9332368.65,20.41,1904736.44,5,371381.61,2794.72,78955.79,7880764.33,USD,Returned,1/22/2024,Letter of Credit,Paid,EMP-00152,Maersk Gulf,Bahrain,Hamad Town,Road Transport,High,Express required
ORD-0007115,10/14/2025,CUST-01453,Corporate,Qatar,Al Rayyan,Industrial,Measuring,638,2292.29,1462481.02,24.95,364889.01,0,0,2037.75,7162.65,1106792.41,USD,Shipped,10/23/2025,Cash on Delivery,Pending,EMP-00103,CMA CGM Middle East,Kuwait,Ahmadi,Air Freight,High,Express required
ORD-0007116,3/6/2020,CUST-00372,Small Business,Oman,Sur,Fashion,Sportswear,20,1193.03,23860.6,8.15,1944.64,5,1095.8,4294.48,192.58,27498.82,USD,Delivered,4/5/2020,Credit Card,Paid,EMP-00098,Desert Express Logistics,Qatar,Al Khor,Sea Freight,High,Fragile items
ORD-0007117,12/8/2021,CUST-01415,Small Business,UAE,Fujairah,Beauty & Health,Supplements,282,207.28,58452.96,11.44,6687.02,5,2588.3,2021.06,131.33,56506.63,USD,Delivered,12/24/2021,Credit Card,Pending,EMP-00283,UPS Arabia,Bahrain,Manama,Express Courier,Low,Express required
ORD-0007118,6/2/2025,CUST-01395,Corporate,Bahrain,Manama,Home & Garden,Lighting,4814,4906.17,23618302.38,5.36,1265941.01,10,2235236.14,4966.31,192129.15,24784692.97,USD,Shipped,6/8/2025,Credit Card,Paid,EMP-00214,Agility Logistics,Oman,Nizwa,Air Freight,High,Fragile items
ORD-0007122,8/4/2024,CUST-00520,Individual,Qatar,Lusail,Automotive,Oils,1,402.29,402.29,2.27,9.13,0,0,3448.85,0,3842.01,USD,Delivered,8/6/2024,Credit Card,Paid,EMP-00206,COSCO Shipping Gulf,Kuwait,Hawalli,Express Courier,Medium,Express required
ORD-0007123,3/28/2019,CUST-00728,Corporate,Bahrain,Isa Town,Home & Garden,Lighting,4523,3881.24,17554848.52,14.22,2496299.46,10,1505854.91,2077.99,66502.02,16632983.98,USD,Delivered,4/18/2019,Credit Card,Pending,EMP-00089,CMA CGM Middle East,Oman,Salalah,Sea Freight,High,Express required
ORD-0007124,11/8/2024,CUST-01450,Individual,Bahrain,Isa Town,Electronics,Cameras,5,808.26,4041.3,1.11,44.86,10,399.64,2107.86,0,6503.94,USD,Delivered,11/28/2024,Credit Card,Pending,EMP-00103,Middle East Freight Solutions,Saudi Arabia,Taif,Air Freight,High,Express required
ORD-0007125,3/16/2025,CUST-00174,Small Business,UAE,Fujairah,Electronics,Laptops,407,1917.08,780251.56,4.51,35189.35,5,37253.11,1708.94,7129.79,791154.05,USD,Delivered,3/17/2025,Installments,Paid,EMP-00153,Evergreen Gulf Services,Kuwait,Salmiya,Express Courier,Low,Express required
ORD-0007126,9/20/2019,CUST-00539,Corporate,Bahrain,Muharraq,Industrial,Hardware,4006,1107.68,4437366.08,11.99,532040.19,10,390532.59,908.26,32210.51,4328977.25,USD,Delivered,10/11/2019,Credit Card,Paid,EMP-00248,UPS Arabia,Kuwait,Jahra,Road Transport,Low,Express required
ORD-0007127,9/12/2019,CUST-00566,Corporate,Oman,Sohar,Sports & Outdoors,Yoga,4057,4283.45,17377956.65,12.12,2106208.35,5,763587.42,470.99,140916.52,16176723.23,USD,Delivered,9/19/2019,Letter of Credit,Paid,EMP-00153,GAC Logistics,Bahrain,Hamad Town,Express Courier,Urgent,Express required
ORD-0007128,6/24/2019,CUST-00230,Individual,Saudi Arabia,Dammam,Fashion,Women Clothing,13,996.94,12960.22,13.7,1775.55,15,1677.7,2641.47,45.75,15549.59,USD,Delivered,7/9/2019,Installments,Paid,EMP-00232,DHL Gulf,Qatar,Doha,Road Transport,Medium,Express required
ORD-0007129,7/3/2023,CUST-01153,Corporate,Saudi Arabia,Khobar,Industrial,Raw Materials,2200,2030.78,4467716,17.07,762639.12,15,555761.53,2140.25,35647.67,4298626.33,USD,Delivered,8/1/2023,Installments,Paid,EMP-00103,UPS Arabia,Kuwait,Jahra,Sea Freight,Medium,Express required
ORD-0007131,5/2/2024,CUST-00372,Small Business,Oman,Sur,Sports & Outdoors,Fitness Equipment,64,662.03,42369.92,3.07,1300.76,5,2053.46,640.32,413.3,44176.24,USD,Delivered,5/9/2024,Bank Transfer,Paid,EMP-00241,Pearl Harbor Freight,Oman,Sohar,Air Freight,Low,Express required
ORD-0007133,12/25/2020,CUST-00065,Small Business,Qatar,Al Rayyan,Fashion,Watches,479,156.17,74805.43,14.3,10697.18,0,0,4177.56,445.24,68731.05,USD,Delivered,1/16/2021,Cash on Delivery,Paid,EMP-00098,CMA CGM Middle East,Oman,Sohar,Sea Freight,Medium,Express required
ORD-0007134,2/8/2025,CUST-00558,Corporate,Oman,Nizwa,Food & Beverage,Beverages,846,1693.15,1432404.9,22.68,324869.43,5,55376.77,4015.82,14026.41,1180954.47,USD,Delivered,2/27/2025,Credit Card,Paid,EMP-00153,GAC Logistics,Kuwait,Ahmadi,Road Transport,High,Express required
ORD-0007135,3/6/2024,CUST-01379,Small Business,Qatar,Al Khor,Fashion,Kids Clothing,105,422.87,44401.35,11.77,5226.04,0,0,683.84,55.54,39914.69,USD,Delivered,3/13/2024,Credit Card,Paid,EMP-00081,Arabian Shipping Co.,Oman,Nizwa,Air Freight,Low,Express required
ORD-0007136,11/10/2021,CUST-01123,Corporate,Qatar,Al Wakrah,Food & Beverage,Frozen Foods,4390,4589.71,20148826.9,19.16,3860515.23,0,0,3817.28,132154.42,16424283.37,USD,Delivered,11/20/2021,Digital Wallet,Paid,EMP-00124,Red Sea Transport,UAE,Dubai,Road Transport,High,Express required
ORD-0007138,5/27/2020,CUST-00562,Individual,Oman,Salalah,Food & Beverage,Confectionery,10,980.98,9809.8,2.51,246.23,5,478.18,2577.14,0,12618.89,USD,Delivered,6/1/2020,Cash on Delivery,Paid,EMP-00124,DHL Gulf,Saudi Arabia,Mecca,Road Transport,High,Express required
ORD-0007139,2/11/2023,CUST-00701,Corporate,Qatar,Lusail,Industrial,Tools,1603,330.5,529791.5,8.23,43601.84,0,0,3864.99,1166.84,491221.49,USD,Delivered,3/8/2023,Installments,Paid,EMP-00089,Aramex,Saudi Arabia,Taif,Road Transport,Low,Express required
ORD-0007140,2/23/2023,CUST-00475,Small Business,Bahrain,Manama,Industrial,Tools,139,1403.84,195133.76,10.51,20508.56,10,17462.52,4948.83,1385.02,198421.57,USD,Delivered,2/24/2023,Credit Card,Pending,EMP-00152,CMA CGM Middle East,Kuwait,Kuwait City,Express Courier,Medium,Express required
ORD-0007141,3/16/2021,CUST-00075,Small Business,Saudi Arabia,Jubail,Fashion,Jewelry,151,65.94,9956.94,0.04,3.98,15,1492.94,335.73,0,11781.63,USD,Shipped,3/28/2021,Letter of Credit,Paid,EMP-00279,Agility Logistics,Saudi Arabia,Riyadh,Express Courier,Medium,Express required
