Inventory_ID,Warehouse_ID,Warehouse_Name,Country,City,SKU,Product_Category,Product_Name,Current_Stock,Reorder_Level,Max_Stock_Capacity,Unit_Cost_USD,Unit_Price_USD,Stock_Value_USD,Received_Date,Expiry_Date,Units_Received_YTD,Units_Shipped_YTD,Units_Returned_YTD,Stock_Turnover_Rate,Quality_Status,Storage_Zone,Shelf_Location,Batch_Number,Supplier_Name,Last_Stock_Count_Date,Stock_Count_Variance,Handler_Employee_ID,Temperature_Required,Hazardous_Class,Barcode,Weight_Per_Unit_KG,Dimensions_CM
INV-0005869,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-BEA-1843-805,Beauty & Health,Supplements,8555,72,10618,3546.57,6837.59,30340906.35,4/30/2023,4/27/2024,2814,2591,85,0.3,Good,Hazmat Zone,Hazmat Zone-48-5,BATCH-2021953,Euro Logistics,9/19/2025,29,EMP-00240,15-25°C,None,8.90147E+12,52.49,106x69x34
INV-0005870,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-SPO-3792-155,Sports & Outdoors,Fishing,9661,221,10132,4732.23,11602.69,45718074.03,1/12/2025,12/5/2025,252,64,3,0.01,Expired,B1,B1-7-8,BATCH-2022786,Local Distributors,3/2/2025,-11,EMP-00172,Ambient,None,8.90669E+12,84.13,138x6x48
INV-0005871,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-AUT-7085-849,Automotive,Electronics,8031,103,12034,1393.74,3739.14,11193125.94,7/9/2019,12/5/2025,33346,5657,134,0.7,Good,D1,D1-36-1,BATCH-2022966,India Trade Center,3/30/2020,32,EMP-00036,Ambient,None,8.90396E+12,36.23,131x22x7
INV-0005872,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-FAS-8881-722,Fashion,Shoes,5253,410,7098,3136.24,8247.58,16474668.72,12/11/2025,12/5/2025,23161,4449,25,0.85,Good,C1,C1-30-8,BATCH-2022685,Euro Logistics,12/29/2025,20,EMP-00014,Ambient,None,8.90968E+12,27.32,16x60x6
INV-0005873,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-FOO-4177-720,Food & Beverage,Frozen Foods,5210,139,8478,611.76,924.27,3187269.6,8/24/2021,4/25/2023,3121,2405,118,0.46,Damaged,C2,C2-46-3,BATCH-2023983,Local Distributors,2/28/2022,23,EMP-00284,2-8°C,None,8.9094E+12,5.13,59x95x5
INV-0005874,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FOO-8715-807,Food & Beverage,Health Foods,5440,248,10139,3885.7,6690.76,21138208,6/27/2024,5/21/2025,32556,22576,877,4.15,Good,A1,A1-15-7,BATCH-2019606,China Export Hub,12/12/2025,-43,EMP-00172,-20°C,None,8.90439E+12,88.58,154x63x32
INV-0005875,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FAS-9678-903,Fashion,Men Clothing,8180,360,9137,4870.77,6239.7,39842898.6,2/29/2020,12/5/2025,36426,29313,545,3.58,Good,B2,B2-35-10,BATCH-2019212,Global Supply Co.,1/4/2025,-30,EMP-00162,Ambient,None,8.90845E+12,11.74,134x17x12
INV-0005876,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-HOM-6049-478,Home & Garden,Lighting,8809,208,13259,4777.71,8005.16,42086847.39,11/8/2024,12/5/2025,23382,15413,464,1.75,Good,A2,A2-5-9,BATCH-2025693,Euro Logistics,8/19/2025,-28,EMP-00020,Ambient,None,8.90662E+12,24.38,108x25x34
INV-0005877,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-FAS-3651-432,Fashion,Men Clothing,9440,389,10911,3680.85,5527.91,34747224,12/23/2021,12/5/2025,6261,4315,94,0.46,Good,D1,D1-10-2,BATCH-2022710,Global Supply Co.,11/7/2023,31,EMP-00190,Ambient,None,8.90416E+12,48.35,137x6x9
INV-0005878,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-AUT-8900-297,Automotive,Exterior,2791,212,7381,3489.01,6126.49,9737826.91,6/7/2025,12/5/2025,4678,1627,33,0.58,Good,A2,A2-13-2,BATCH-2025810,Global Supply Co.,10/29/2025,-6,EMP-00184,Ambient,None,8.90791E+12,15.33,98x5x7
INV-0005879,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-IND-4823-806,Industrial,Tools,5751,303,8136,3961.64,8141.16,22783391.64,5/4/2019,12/5/2025,9022,8377,203,1.46,Damaged,D1,D1-13-7,BATCH-2022044,India Trade Center,9/24/2025,-29,EMP-00135,Ambient,None,8.90892E+12,94.98,68x15x28
INV-0005880,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-IND-9556-935,Industrial,Plumbing,620,322,5229,2699.57,7010.01,1673733.4,3/1/2023,12/5/2025,6348,979,9,1.58,Good,High Value,High Value-41-5,BATCH-2022210,India Trade Center,6/14/2025,46,EMP-00140,Ambient,None,8.90841E+12,77.56,92x50x42
INV-0005881,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-SPO-6862-648,Sports & Outdoors,Camping Gear,3249,204,7253,1894.66,3161.19,6155750.34,1/23/2020,12/5/2025,48050,10069,397,3.1,Expired,B2,B2-34-1,BATCH-2019424,Asia Trade Partners,12/20/2022,8,EMP-00172,Ambient,None,8.90136E+12,14.79,110x12x34
INV-0005882,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-SPO-7374-581,Sports & Outdoors,Hiking Equipment,5212,274,6505,4656.14,9692.24,24267801.68,11/8/2019,12/5/2025,41904,23032,232,4.42,Good,A1,A1-33-5,BATCH-2025316,Euro Logistics,8/17/2021,-38,EMP-00020,Ambient,None,8.90198E+12,84.9,154x44x25
INV-0005883,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-SPO-3488-674,Sports & Outdoors,Team Sports,2027,362,2471,1102,3161.73,2233754,11/15/2021,12/5/2025,19694,5938,19,2.93,Recalled,A1,A1-41-1,BATCH-2020877,Gulf Manufacturing,2/18/2025,40,EMP-00252,Ambient,None,8.90974E+12,64.91,22x78x42
INV-0005884,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FOO-7082-348,Food & Beverage,Organic Foods,4722,157,7691,4044.42,9260.66,19097751.24,10/22/2023,6/19/2025,37950,3168,152,0.67,Good,D1,D1-33-10,BATCH-2025802,Turkey Logistics,3/7/2024,4,EMP-00175,Ambient,None,8.90562E+12,23.38,48x100x36
INV-0005885,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-FOO-4049-496,Food & Beverage,Spices,9849,191,12845,4377.46,10980.16,43113603.54,10/20/2019,12/12/2020,2223,1556,22,0.16,Good,A2,A2-48-2,BATCH-2023967,Gulf Manufacturing,4/18/2022,-13,EMP-00018,Ambient,None,8.90451E+12,49.03,110x51x23
INV-0005886,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-IND-1252-166,Industrial,Electrical,6948,75,10094,1771.29,4192.09,12306922.92,7/8/2021,12/5/2025,24195,19453,405,2.8,Good,A1,A1-38-8,BATCH-2025688,Local Distributors,12/5/2024,-20,EMP-00294,Ambient,None,8.90506E+12,61.26,185x29x12
INV-0005887,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-BEA-6626-706,Beauty & Health,Supplements,9459,333,11517,2299.52,2992.32,21751159.68,4/22/2021,9/7/2022,37617,7049,26,0.75,Good,C2,C2-31-6,BATCH-2020476,Euro Logistics,6/27/2022,-14,EMP-00048,-20°C,None,8.90341E+12,65,60x98x42
INV-0005888,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-BEA-6887-252,Beauty & Health,Skincare,5898,150,9766,261.85,346.3,1544391.3,1/26/2022,10/29/2022,38922,28271,1398,4.79,Good,D1,D1-37-7,BATCH-2021595,China Export Hub,7/27/2023,-30,EMP-00172,-20°C,None,8.90552E+12,78.09,38x86x36
INV-0005889,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FAS-6214-550,Fashion,Kids Clothing,6499,408,7440,920.52,1135.3,5982459.48,7/29/2022,12/5/2025,2184,1651,41,0.25,Good,A2,A2-35-10,BATCH-2019590,Euro Logistics,9/2/2023,22,EMP-00182,Ambient,None,8.90603E+12,35.94,10x63x18
INV-0005890,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-ELE-9265-305,Electronics,Tablets,1840,319,5054,2168.93,2883.37,3990831.2,12/8/2019,12/5/2025,32871,8179,147,4.45,Good,A1,A1-36-5,BATCH-2023115,Local Distributors,4/23/2023,50,EMP-00060,Ambient,None,8.90925E+12,52.18,56x26x27
INV-0005891,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-SPO-2224-202,Sports & Outdoors,Fishing,898,459,5534,4977.13,14458.26,4469462.74,6/2/2024,12/5/2025,15649,9638,333,10.73,Good,D1,D1-24-2,BATCH-2020342,Global Supply Co.,5/11/2025,-10,EMP-00240,Ambient,None,8.9051E+12,47.24,77x35x35
INV-0005892,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-FOO-3199-301,Food & Beverage,Snacks,8600,259,12760,3965.64,6788.19,34104504,9/30/2025,12/31/2025,22931,13555,261,1.58,Good,C1,C1-8-4,BATCH-2020403,Local Distributors,11/29/2025,2,EMP-00082,Ambient,None,8.90489E+12,88.34,80x66x35
INV-0005893,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-SPO-7342-149,Sports & Outdoors,Team Sports,8135,229,9209,4240.94,10045.57,34500046.9,7/10/2019,12/5/2025,35400,11808,74,1.45,Quarantine,Cold Zone,Cold Zone-39-3,BATCH-2020539,India Trade Center,8/15/2021,-42,EMP-00020,Ambient,None,8.90408E+12,80.28,109x30x7
INV-0005894,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-HOM-1718-667,Home & Garden,Garden Tools,488,359,2760,306.88,469.9,149757.44,11/14/2025,12/5/2025,31204,22169,1034,45.43,Good,Hazmat Zone,Hazmat Zone-7-5,BATCH-2019263,Asia Trade Partners,12/16/2025,-5,EMP-00082,Ambient,None,8.90844E+12,24.31,57x16x8
INV-0005895,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-FOO-6373-229,Food & Beverage,Health Foods,2162,318,6409,4606.47,7174.35,9959188.14,5/17/2025,12/31/2025,49238,18571,25,8.59,Good,A1,A1-46-9,BATCH-2025735,Asia Trade Partners,6/30/2025,36,EMP-00175,-20°C,None,8.90305E+12,73.88,40x93x25
INV-0005896,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FOO-7823-103,Food & Beverage,Health Foods,9114,194,13263,2916.18,6284.32,26578064.52,2/16/2025,12/31/2025,4454,2022,74,0.22,Good,D1,D1-13-6,BATCH-2022801,Gulf Manufacturing,5/25/2025,-11,EMP-00036,Ambient,None,8.90518E+12,93.19,34x56x24
INV-0005897,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-BEA-5107-465,Beauty & Health,Body Care,1661,499,3429,1669.77,2512.68,2773487.97,12/12/2022,7/16/2023,26827,25721,894,15.49,Good,A1,A1-20-7,BATCH-2022040,Local Distributors,4/2/2024,-41,EMP-00244,Frozen,None,8.90222E+12,12.88,112x6x42
INV-0005898,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-BEA-3065-945,Beauty & Health,Body Care,7583,308,8925,1434.14,2164.55,10875083.62,5/6/2019,2/20/2021,26197,22472,480,2.96,Good,Hazmat Zone,Hazmat Zone-31-2,BATCH-2025704,India Trade Center,10/30/2023,9,EMP-00020,2-8°C,None,8.90563E+12,37.18,195x19x17
INV-0005899,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-BEA-3413-424,Beauty & Health,Medical Devices,1470,414,6061,745.34,1076.61,1095649.8,5/27/2024,12/31/2025,18969,4743,78,3.23,Damaged,D1,D1-18-2,BATCH-2020687,Gulf Manufacturing,3/12/2025,4,EMP-00140,-20°C,None,8.90732E+12,11.93,180x83x45
INV-0005900,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-HOM-9849-687,Home & Garden,Dining,5364,500,7809,1118.08,1403.48,5997381.12,1/20/2024,12/5/2025,15546,12604,424,2.35,Good,C2,C2-49-3,BATCH-2025460,Gulf Manufacturing,5/26/2024,14,EMP-00048,Ambient,None,8.9083E+12,20.73,65x74x29
INV-0005901,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-AUT-5134-743,Automotive,Car Accessories,6113,439,10283,458.97,793.84,2805683.61,7/25/2024,12/5/2025,38788,15525,231,2.54,Good,C1,C1-50-5,BATCH-2023218,India Trade Center,9/30/2024,19,EMP-00140,Ambient,None,8.90748E+12,33.05,88x24x48
INV-0005902,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-IND-7311-863,Industrial,Machinery,1853,481,5697,1085.91,2313.75,2012191.23,5/13/2022,12/5/2025,8146,198,6,0.11,Good,A1,A1-44-9,BATCH-2019064,Gulf Manufacturing,12/28/2024,-14,EMP-00014,Ambient,Class 2,8.90598E+12,41,185x69x28
INV-0005903,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-IND-1268-507,Industrial,Plumbing,7273,87,11087,1426.5,2629.81,10374934.5,8/30/2020,12/5/2025,17166,13217,253,1.82,Good,A2,A2-11-1,BATCH-2020705,Local Distributors,9/25/2020,13,EMP-00018,Ambient,None,8.90545E+12,41.94,21x33x7
INV-0005904,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-BEA-5984-510,Beauty & Health,Supplements,5995,188,10974,1473.92,4331.51,8836150.4,3/11/2025,12/31/2025,41966,17063,561,2.85,Good,Hazmat Zone,Hazmat Zone-20-4,BATCH-2025904,Asia Trade Partners,7/23/2025,10,EMP-00284,Ambient,None,8.90851E+12,62.58,191x6x30
INV-0005905,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-ELE-2167-936,Electronics,Headphones,1099,435,3779,3080.71,4465.78,3385700.29,11/2/2019,12/5/2025,15583,7050,124,6.41,Good,C1,C1-24-6,BATCH-2020293,India Trade Center,10/13/2020,9,EMP-00127,Ambient,None,8.90219E+12,92.08,78x84x36
INV-0005906,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-ELE-8454-960,Electronics,Smart Watches,4514,396,8804,648.05,1736.52,2925297.7,9/16/2023,12/5/2025,34604,7664,51,1.7,Good,C2,C2-30-8,BATCH-2021599,India Trade Center,12/28/2024,9,EMP-00036,Ambient,None,8.90321E+12,6.27,77x80x19
INV-0005907,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-AUT-9534-691,Automotive,Exterior,7292,263,10234,3931.62,9687.18,28669373.04,10/17/2023,12/5/2025,39492,4508,205,0.62,Good,High Value,High Value-47-1,BATCH-2022728,Gulf Manufacturing,6/27/2024,-47,EMP-00284,Ambient,None,8.90634E+12,65.34,133x57x7
INV-0005908,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-FAS-9883-332,Fashion,Sunglasses,4731,154,9233,102.51,266.37,484974.81,3/2/2019,12/5/2025,21490,11878,194,2.51,Good,Cold Zone,Cold Zone-7-9,BATCH-2024506,Gulf Manufacturing,5/1/2025,-24,EMP-00294,Ambient,None,8.90254E+12,18.74,31x94x15
INV-0005909,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-AUT-4078-863,Automotive,Exterior,3383,279,4885,3689.81,10438.56,12482627.23,3/19/2020,12/5/2025,32841,20828,440,6.16,Good,A1,A1-12-3,BATCH-2019472,Turkey Logistics,3/19/2025,25,EMP-00244,Ambient,Class 4,8.90661E+12,44.64,150x23x24
INV-0005910,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-ELE-7604-381,Electronics,Laptops,6080,151,7363,1054.78,1397.63,6413062.4,6/15/2019,12/5/2025,18249,12472,474,2.05,Good,A2,A2-39-3,BATCH-2025152,Euro Logistics,2/25/2024,48,EMP-00274,Ambient,Class 9,8.90515E+12,54.88,117x12x30
INV-0005911,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-FAS-7847-749,Fashion,Sportswear,7962,246,9379,2075.89,5295.96,16528236.18,11/25/2024,12/5/2025,27587,23409,1031,2.94,Good,C1,C1-6-10,BATCH-2020305,China Export Hub,11/8/2025,14,EMP-00048,Ambient,Class 5,8.90527E+12,65.14,169x95x10
INV-0005912,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-SPO-7984-919,Sports & Outdoors,Bicycles,3267,452,7949,3427.6,7295.88,11197969.2,3/29/2023,12/5/2025,30350,11662,71,3.57,Good,A2,A2-14-9,BATCH-2020108,China Export Hub,7/16/2024,-22,EMP-00018,Ambient,None,8.90544E+12,84.47,191x24x27
INV-0005913,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-IND-4578-128,Industrial,Safety Equipment,8954,263,12950,2111.02,4494.54,18902073.08,4/10/2019,12/5/2025,21347,7325,132,0.82,Good,High Value,High Value-16-9,BATCH-2022347,China Export Hub,2/5/2022,33,EMP-00182,Ambient,None,8.90923E+12,70.53,85x36x47
INV-0005914,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-FOO-4003-157,Food & Beverage,Health Foods,6925,302,10111,4880.66,12657.56,33798570.5,9/4/2023,4/30/2025,36649,23240,786,3.36,Good,C2,C2-41-4,BATCH-2020524,Local Distributors,7/6/2025,0,EMP-00244,Frozen,Class 1,8.90364E+12,84.08,9x11x9
INV-0005915,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-IND-9394-134,Industrial,Raw Materials,5040,477,6937,1519.76,2634.5,7659590.4,4/1/2019,12/5/2025,2642,1422,23,0.28,Good,C2,C2-31-9,BATCH-2021350,Global Supply Co.,7/29/2022,-27,EMP-00046,Ambient,None,8.90473E+12,5.77,78x68x29
INV-0005916,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-AUT-1654-201,Automotive,Tires,9917,67,12514,1665.51,2580.8,16516862.67,12/22/2025,12/5/2025,13032,4316,111,0.44,Good,A2,A2-6-3,BATCH-2020636,Euro Logistics,12/28/2025,-27,EMP-00018,Ambient,None,8.90297E+12,47.03,134x54x32
INV-0005917,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-BEA-9743-667,Beauty & Health,Dental Care,8106,500,10654,1210.02,2334.37,9808422.12,1/5/2020,1/25/2021,41399,7954,369,0.98,Damaged,Hazmat Zone,Hazmat Zone-41-5,BATCH-2023417,Turkey Logistics,7/31/2022,-30,EMP-00020,Ambient,None,8.90529E+12,71.49,43x30x24
INV-0005918,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-ELE-1342-960,Electronics,Gaming Consoles,5522,398,10502,3363.62,8551.45,18573909.64,8/18/2023,12/5/2025,42351,9562,54,1.73,Good,B2,B2-21-5,BATCH-2023059,China Export Hub,10/25/2023,-9,EMP-00014,Ambient,None,8.90291E+12,64.28,34x36x8
INV-0005919,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-FOO-3067-444,Food & Beverage,Beverages,2647,427,5498,1261.25,2743.88,3338528.75,11/8/2023,9/29/2024,47881,8503,26,3.21,Damaged,C2,C2-18-7,BATCH-2021468,Local Distributors,11/30/2024,-41,EMP-00127,-20°C,None,8.90508E+12,30.97,96x84x24
INV-0005920,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-BEA-3262-342,Beauty & Health,Medical Devices,3947,251,7767,2279.09,5692.61,8995568.23,6/12/2023,4/18/2025,32863,8688,333,2.2,Good,B1,B1-21-8,BATCH-2019049,Asia Trade Partners,1/26/2024,-34,EMP-00184,Ambient,None,8.90102E+12,66.16,151x65x11
INV-0005921,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-AUT-7096-538,Automotive,Oils,3640,334,5038,816.75,1020.42,2972970,12/21/2024,12/5/2025,5631,2326,116,0.64,Good,Cold Zone,Cold Zone-18-2,BATCH-2025422,Gulf Manufacturing,10/23/2025,10,EMP-00140,Ambient,None,8.90276E+12,91.45,76x100x33
INV-0005922,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-HOM-2769-730,Home & Garden,Textiles,2682,280,5143,3454.84,6043.97,9265880.88,11/17/2021,12/5/2025,33160,11261,200,4.2,Good,B1,B1-41-5,BATCH-2023495,Asia Trade Partners,6/12/2024,40,EMP-00082,Ambient,None,8.9034E+12,70.93,123x52x45
INV-0005923,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-ELE-3240-139,Electronics,Gaming Consoles,874,162,2753,895.81,1610.21,782937.94,12/19/2020,12/5/2025,32504,29832,625,34.13,Damaged,B1,B1-22-9,BATCH-2023452,Global Supply Co.,7/3/2023,13,EMP-00140,Ambient,Class 7,8.90954E+12,96.72,107x70x21
INV-0005924,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-BEA-7521-885,Beauty & Health,Vitamins,4118,425,4543,1981.07,3753.42,8158046.26,9/11/2022,9/4/2023,43238,642,3,0.16,Recalled,Hazmat Zone,Hazmat Zone-1-2,BATCH-2022575,India Trade Center,4/10/2025,10,EMP-00190,15-25°C,None,8.9091E+12,94.12,56x16x14
INV-0005925,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-FOO-4987-357,Food & Beverage,Health Foods,2449,180,3561,2994.78,7330.09,7334216.22,5/5/2025,12/31/2025,37290,12516,469,5.11,Damaged,A1,A1-34-4,BATCH-2019987,Asia Trade Partners,7/29/2025,-6,EMP-00274,-20°C,None,8.90988E+12,41.03,178x61x42
INV-0005926,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-FAS-6223-894,Fashion,Bags,8902,269,12462,3219.66,7508.5,28661413.32,2/19/2025,12/5/2025,7948,707,16,0.08,Good,C2,C2-17-9,BATCH-2020450,Euro Logistics,9/24/2025,9,EMP-00244,Ambient,None,8.90867E+12,67.4,143x73x10
INV-0005927,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-IND-3361-271,Industrial,Machinery,2047,113,3519,4764.01,12475.67,9751928.47,11/25/2021,12/5/2025,20815,18027,190,8.81,Good,A2,A2-34-4,BATCH-2023364,Local Distributors,6/17/2022,11,EMP-00244,Ambient,None,8.9072E+12,43.81,25x34x50
INV-0005928,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-HOM-4118-525,Home & Garden,Decor,9480,280,11648,3063.05,4723.42,29037714,6/18/2019,12/5/2025,29798,11002,438,1.16,Good,D1,D1-47-4,BATCH-2022462,India Trade Center,5/20/2024,-20,EMP-00082,Ambient,None,8.90132E+12,88.55,98x16x20
INV-0005929,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FAS-9290-125,Fashion,Kids Clothing,2368,372,5167,632.56,1811.65,1497902.08,8/13/2020,12/5/2025,13752,7929,243,3.35,Good,Cold Zone,Cold Zone-27-8,BATCH-2023551,Gulf Manufacturing,2/17/2022,25,EMP-00082,Ambient,Class 8,8.90174E+12,65.88,62x84x11
INV-0005930,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FAS-5707-279,Fashion,Jewelry,7898,471,10955,109.1,145.7,861671.8,8/28/2022,12/5/2025,7432,2874,45,0.36,Good,Cold Zone,Cold Zone-22-8,BATCH-2024654,Asia Trade Partners,5/30/2025,21,EMP-00190,Ambient,None,8.90477E+12,67.73,167x19x20
INV-0005931,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-BEA-4357-204,Beauty & Health,Vitamins,7330,478,10961,508.27,967.74,3725619.1,9/30/2025,12/31/2025,24487,24378,570,3.33,Recalled,C2,C2-47-4,BATCH-2025169,Turkey Logistics,10/25/2025,-33,EMP-00172,2-8°C,None,8.90232E+12,61.92,26x69x30
INV-0005932,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-AUT-3475-894,Automotive,Car Parts,8628,370,11321,3628.48,10357.28,31306525.44,3/2/2019,12/5/2025,44468,6004,241,0.7,Good,B2,B2-2-1,BATCH-2025342,Asia Trade Partners,7/25/2023,17,EMP-00014,Ambient,None,8.90934E+12,56.06,37x35x43
INV-0005933,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-ELE-1987-609,Electronics,Cameras,6092,303,10991,786.02,2059.31,4788433.84,3/31/2019,12/5/2025,33658,3773,168,0.62,Good,B1,B1-13-8,BATCH-2024660,Local Distributors,6/6/2022,-38,EMP-00299,Ambient,None,8.90903E+12,97.25,24x50x34
INV-0005934,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FOO-3122-471,Food & Beverage,Bakery,2882,371,5023,3985.06,5014.56,11484942.92,11/9/2019,2/22/2021,45487,38709,1573,13.43,Good,B2,B2-45-6,BATCH-2022297,India Trade Center,8/10/2023,9,EMP-00252,2-8°C,None,8.90517E+12,79.62,116x24x22
INV-0005935,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-AUT-7314-917,Automotive,Car Accessories,4699,495,8848,3925.39,7464.53,18445407.61,12/7/2019,12/5/2025,32891,17608,35,3.75,Good,Hazmat Zone,Hazmat Zone-18-2,BATCH-2022653,India Trade Center,2/12/2025,49,EMP-00018,Ambient,None,8.90438E+12,7.23,93x78x20
INV-0005936,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-HOM-9480-520,Home & Garden,Storage,8840,279,11187,2119.62,3958.92,18737440.8,11/16/2022,12/5/2025,43847,3186,138,0.36,Good,A2,A2-35-6,BATCH-2023822,India Trade Center,11/27/2023,28,EMP-00175,Ambient,None,8.90377E+12,99.48,183x46x14
INV-0005937,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-AUT-6281-447,Automotive,Tires,8988,254,13034,885.67,1762.5,7960401.96,10/1/2023,12/5/2025,17796,2993,22,0.33,Good,B2,B2-23-10,BATCH-2022272,Gulf Manufacturing,8/14/2024,-5,EMP-00284,Ambient,None,8.90811E+12,87.63,5x78x47
INV-0005938,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-IND-7910-572,Industrial,Tools,6880,490,10527,1656.58,2876.07,11397270.4,12/22/2025,12/5/2025,11438,9026,156,1.31,Good,C1,C1-15-1,BATCH-2023438,Euro Logistics,12/25/2025,23,EMP-00182,Ambient,None,8.90768E+12,61.73,75x52x11
INV-0005939,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-AUT-3055-704,Automotive,Tires,6794,166,8044,1326.97,1809.89,9015434.18,6/13/2023,12/5/2025,20538,12351,174,1.82,Good,High Value,High Value-26-8,BATCH-2025036,Euro Logistics,10/31/2024,32,EMP-00135,Ambient,None,8.90901E+12,11.79,127x94x18
INV-0005940,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-SPO-3061-788,Sports & Outdoors,Fishing,5527,119,7124,878.03,2269.19,4852871.81,10/28/2023,12/5/2025,38645,16030,758,2.9,Quarantine,Cold Zone,Cold Zone-8-8,BATCH-2025317,Local Distributors,11/15/2024,-23,EMP-00174,Ambient,Class 6,8.90297E+12,16.38,46x68x38
INV-0005941,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-ELE-4793-780,Electronics,Headphones,2874,89,4973,3942.23,6013.95,11329969.02,5/27/2020,12/5/2025,13794,3302,67,1.15,Good,A1,A1-13-4,BATCH-2025197,Turkey Logistics,4/13/2021,41,EMP-00135,Ambient,None,8.90806E+12,43.56,197x80x23
